ym,month,region,group_facilities,gr03,gr35,pre,oos,spec,emer,gma,family_facilities,family_spaces,total_spaces,total_facilities
201810,OCT 2018,1 - Interior,397,1763,4272,2791,5234,0,0,671,217,1588,16319,614
201810,OCT 2018,2 - Coast Fraser,2003,8524,21187,11607,20497,0,0,1278,891,6386,69479,2894
201810,OCT 2018,3 - Vancouver Island,509,1803,6409,3111,7699,0,0,736,351,2531,22289,860
201810,OCT 2018,4 - North,164,443,1331,1226,1713,0,0,483,159,1139,6335,323
201811,NOV 2018,1 - Interior,388,1593,4030,2741,5025,0,0,663,219,1603,15655,607
201811,NOV 2018,2 - Coast Fraser,1990,8279,20972,11720,20770,0,0,1198,888,6367,69306,2878
201811,NOV 2018,3 - Vancouver Island,507,1740,6353,3094,7703,0,0,744,354,2553,22187,861
201811,NOV 2018,4 - North,161,407,1288,1206,1618,0,0,459,156,1117,6095,317
201812,DEC 2018,1 - Interior,394,1603,4093,2747,5097,0,0,687,222,1622,15849,616
201812,DEC 2018,2 - Coast Fraser,1987,8185,20976,11733,20880,0,0,1198,896,6427,69399,2883
201812,DEC 2018,3 - Vancouver Island,512,1728,6362,3108,7747,0,0,762,352,2540,22247,864
201812,DEC 2018,4 - North,164,403,1305,1217,1618,0,0,467,159,1138,6148,323
201901,JAN 2019,1 - Interior,400,1647,4145,2810,5126,0,0,711,224,1637,16076,624
201901,JAN 2019,2 - Coast Fraser,1989,8211,20998,11735,20989,0,0,1206,899,6454,69593,2888
201901,JAN 2019,3 - Vancouver Island,512,1752,6345,3088,7747,0,0,770,354,2554,22256,866
201901,JAN 2019,4 - North,164,427,1386,1297,1610,0,0,459,163,1167,6346,327
201902,FEB 2019,1 - Interior,402,1647,4185,2810,5166,0,0,727,229,1672,16207,631
201902,FEB 2019,2 - Coast Fraser,1997,8268,21138,11707,21002,0,0,1206,906,6508,69829,2903
201902,FEB 2019,3 - Vancouver Island,516,1812,6448,3144,7762,0,0,802,355,2562,22530,871
201902,FEB 2019,4 - North,166,415,1362,1273,1635,0,0,459,167,1196,6340,333
201903,MAR 2019,1 - Interior,406,1683,4230,2840,5203,0,0,743,232,1695,16394,638
201903,MAR 2019,2 - Coast Fraser,2005,8341,21186,11696,21048,0,0,1199,913,6558,70028,2918
201903,MAR 2019,3 - Vancouver Island,521,1852,6487,3139,7782,0,0,802,358,2583,22645,879
201903,MAR 2019,4 - North,166,427,1387,1293,1650,0,0,435,167,1196,6388,333
201904,APR 2019,1 - Interior,403,1648,4285,2766,5154,0,0,718,222,1626,16197,625
201904,APR 2019,2 - Coast Fraser,2010,8467,21505,11395,21110,0,0,1157,921,6622,70256,2931
201904,APR 2019,3 - Vancouver Island,515,1803,6555,3102,7823,0,0,778,347,2506,22567,862
201904,APR 2019,4 - North,167,411,1454,1257,1629,0,0,439,164,1174,6364,331
201905,MAY 2019,1 - Interior,406,1648,4315,2786,5184,0,0,726,222,1626,16285,628
201905,MAY 2019,2 - Coast Fraser,2020,8635,21625,11389,21186,0,0,1141,924,6646,70622,2944
201905,MAY 2019,3 - Vancouver Island,516,1806,6574,3142,7816,0,0,786,348,2514,22638,864
201905,MAY 2019,4 - North,171,423,1481,1306,1685,0,0,431,165,1182,6508,336
201906,JUN 2019,1 - Interior,407,1660,4314,2796,5194,0,0,726,224,1639,16329,631
201906,JUN 2019,2 - Coast Fraser,2025,8687,21699,11421,21236,0,0,1157,926,6667,70867,2951
201906,JUN 2019,3 - Vancouver Island,521,1838,6628,3150,7816,0,0,794,348,2514,22740,869
201906,JUN 2019,4 - North,172,423,1481,1306,1685,0,0,439,166,1190,6524,338
201907,JUL 2019,1 - Interior,404,1644,4323,2787,5126,0,0,765,219,1603,16248,623
201907,JUL 2019,2 - Coast Fraser,2014,8736,21657,11252,21047,0,0,1181,924,6652,70525,2938
201907,JUL 2019,3 - Vancouver Island,518,1842,6626,3141,7768,0,0,802,348,2513,22692,866
201907,JUL 2019,4 - North,170,423,1481,1306,1661,0,0,439,168,1205,6515,338
201908,AUG 2019,1 - Interior,405,1644,4330,2767,5168,0,0,765,220,1611,16285,625
201908,AUG 2019,2 - Coast Fraser,2023,8824,21751,11326,21111,0,0,1229,933,6721,70962,2956
201908,AUG 2019,3 - Vancouver Island,520,1855,6666,3141,7833,0,0,802,353,2551,22848,873
201908,AUG 2019,4 - North,169,423,1497,1306,1639,0,0,439,169,1210,6514,338
201909,SEP 2019,1 - Interior,411,1660,4381,2784,5249,0,0,805,218,1597,16476,629
201909,SEP 2019,2 - Coast Fraser,2037,8912,21894,11326,21383,0,0,1213,937,6754,71482,2974
201909,SEP 2019,3 - Vancouver Island,525,1923,6767,3110,7979,0,0,786,353,2550,23115,878
201909,SEP 2019,4 - North,168,443,1502,1303,1639,0,0,415,168,1203,6505,336
201910,OCT 2019,1 - Interior,416,1672,4438,2804,5286,0,0,837,222,1626,16663,638
201910,OCT 2019,2 - Coast Fraser,2058,9007,22099,11479,21714,0,0,1203,948,6842,72344,3006
201910,OCT 2019,3 - Vancouver Island,527,1955,6851,3114,8044,0,0,768,353,2552,23284,880
201910,OCT 2019,4 - North,168,451,1550,1303,1615,0,0,415,168,1203,6537,336
201911,NOV 2019,1 - Interior,417,1696,4508,2785,5276,0,0,845,225,1647,16757,642
201911,NOV 2019,2 - Coast Fraser,2069,9140,22271,11434,21765,0,0,1202,959,6929,72741,3028
201911,NOV 2019,3 - Vancouver Island,532,1979,6924,3124,8129,0,0,776,359,2595,23527,891
201911,NOV 2019,4 - North,169,463,1486,1303,1663,0,0,423,171,1224,6562,340
201912,DEC 2019,1 - Interior,419,1708,4508,2802,5287,0,0,853,228,1669,16827,647
201912,DEC 2019,2 - Coast Fraser,2074,9290,22485,11390,21792,0,0,1194,961,6950,73101,3035
201912,DEC 2019,3 - Vancouver Island,533,2015,7044,3104,8104,0,0,776,363,2623,23666,896
201912,DEC 2019,4 - North,170,463,1486,1311,1683,0,0,423,171,1223,6589,341
202001,JAN 2020,1 - Interior,423,1756,4567,2822,5321,0,0,869,233,1706,17041,656
202001,JAN 2020,2 - Coast Fraser,2083,9388,22591,11430,21932,0,0,1186,969,7006,73533,3052
202001,JAN 2020,3 - Vancouver Island,535,2071,7095,3104,8144,0,0,776,364,2632,23822,899
202001,JAN 2020,4 - North,171,453,1502,1311,1697,0,0,431,173,1238,6632,344
202002,FEB 2020,1 - Interior,424,1752,4583,2812,5404,0,0,885,233,1706,17142,657
202002,FEB 2020,2 - Coast Fraser,2093,9486,22787,11456,22103,0,0,1170,971,7018,74020,3064
202002,FEB 2020,3 - Vancouver Island,536,2071,7120,3104,8132,0,0,792,369,2668,23887,905
202002,FEB 2020,4 - North,171,477,1565,1311,1787,0,0,447,177,1267,6854,348
202003,MAR 2020,1 - Interior,424,1763,4574,2810,5429,0,0,885,230,1683,17144,654
202003,MAR 2020,2 - Coast Fraser,2096,9531,22910,11430,22078,0,0,1170,975,7049,74168,3071
202003,MAR 2020,3 - Vancouver Island,536,2075,7186,3040,8112,0,0,792,369,2669,23874,905
202003,MAR 2020,4 - North,172,477,1589,1301,1798,0,0,447,177,1267,6879,349
202004,APR 2020,1 - Interior,422,1783,4624,2769,5436,0,0,917,232,1697,17226,654
202004,APR 2020,2 - Coast Fraser,2101,9643,23028,11326,22081,0,0,1186,982,7097,74361,3083
202004,APR 2020,3 - Vancouver Island,526,2079,7140,3028,8120,0,0,800,376,2717,23884,902
202004,APR 2020,4 - North,161,465,1551,1249,1664,0,0,392,176,1259,6580,337
202005,MAY 2020,1 - Interior,422,1771,4639,2735,5414,0,0,949,230,1683,17191,652
202005,MAY 2020,2 - Coast Fraser,2106,9733,23237,11302,22136,0,0,1194,981,7088,74690,3087
202005,MAY 2020,3 - Vancouver Island,525,2055,7180,3031,8092,0,0,800,370,2675,23833,895
202005,MAY 2020,4 - North,159,465,1502,1189,1632,0,0,448,174,1245,6481,333
202006,JUN 2020,1 - Interior,425,1759,4629,2743,5496,0,0,973,233,1704,17304,658
202006,JUN 2020,2 - Coast Fraser,2108,9781,23236,11330,22188,0,0,1218,981,7089,74842,3089
202006,JUN 2020,3 - Vancouver Island,526,2079,7202,3031,8092,0,0,808,369,2669,23881,895
202006,JUN 2020,4 - North,160,477,1527,1189,1656,0,0,448,175,1252,6549,335
202007,JUL 2020,1 - Interior,420,1795,4660,2725,5473,0,0,957,231,1691,17301,651
202007,JUL 2020,2 - Coast Fraser,2104,9849,23328,11163,22125,0,0,1242,977,7058,74765,3081
202007,JUL 2020,3 - Vancouver Island,518,2079,7141,2965,8044,0,0,832,367,2656,23717,885
202007,JUL 2020,4 - North,159,465,1552,1174,1642,0,0,464,172,1231,6528,331
202008,AUG 2020,1 - Interior,422,1819,4753,2713,5490,0,0,973,235,1720,17468,657
202008,AUG 2020,2 - Coast Fraser,2113,9978,23483,11110,22142,0,0,1250,974,7040,75003,3087
202008,AUG 2020,3 - Vancouver Island,522,2067,7175,2985,8088,0,0,848,365,2642,23805,887
202008,AUG 2020,4 - North,157,466,1541,1174,1632,0,0,464,172,1231,6508,329
202009,SEP 2020,1 - Interior,420,1857,4831,2776,5458,0,0,941,237,1734,17597,657
202009,SEP 2020,2 - Coast Fraser,2093,10109,23497,10825,22067,0,0,1250,960,6948,74696,3053
202009,SEP 2020,3 - Vancouver Island,512,2015,7113,2954,8183,0,0,832,353,2556,23653,865
202009,SEP 2020,4 - North,158,478,1644,1147,1597,0,0,432,170,1218,6516,328
202010,OCT 2020,1 - Interior,423,1913,4909,2796,5539,0,0,973,239,1748,17878,662
202010,OCT 2020,2 - Coast Fraser,2109,10213,23839,10731,22086,0,0,1290,963,6976,75135,3072
202010,OCT 2020,3 - Vancouver Island,515,2061,7161,2929,8237,0,0,855,359,2599,23842,874
202010,OCT 2020,4 - North,158,470,1579,1170,1559,0,0,452,172,1234,6464,330
202011,NOV 2020,1 - Interior,427,1935,4955,2756,5594,0,0,965,246,1801,18006,673
202011,NOV 2020,2 - Coast Fraser,2118,10278,23959,10674,22226,0,0,1306,968,7014,75457,3086
202011,NOV 2020,3 - Vancouver Island,517,2061,7175,2937,8228,0,0,855,360,2608,23864,877
202011,NOV 2020,4 - North,159,482,1534,1150,1587,0,0,460,173,1242,6455,332
202012,DEC 2020,1 - Interior,435,1943,4960,2810,5717,0,0,981,250,1830,18241,685
202012,DEC 2020,2 - Coast Fraser,2121,10304,23982,10723,22260,0,0,1298,970,7029,75596,3091
202012,DEC 2020,3 - Vancouver Island,516,2107,7155,2937,8212,0,0,855,360,2609,23875,876
202012,DEC 2020,4 - North,157,482,1526,1150,1577,0,0,460,174,1250,6445,331
202101,JAN 2021,1 - Interior,434,1943,4960,2839,5728,0,0,981,251,1837,18288,685
202101,JAN 2021,2 - Coast Fraser,2117,10286,24104,10645,22188,0,0,1298,973,7058,75579,3090
202101,JAN 2021,3 - Vancouver Island,513,2101,7110,2978,8176,0,0,863,362,2619,23847,875
202101,JAN 2021,4 - North,157,462,1522,1150,1577,0,0,484,171,1227,6422,328
202102,FEB 2021,1 - Interior,433,1955,4956,2825,5724,0,0,981,251,1837,18278,684
202102,FEB 2021,2 - Coast Fraser,2129,10353,24287,10624,22329,0,0,1290,975,7073,75956,3104
202102,FEB 2021,3 - Vancouver Island,516,2121,7116,2996,8191,0,0,863,365,2641,23928,881
202102,FEB 2021,4 - North,156,470,1588,1155,1641,0,0,444,171,1228,6526,327
202103,MAR 2021,1 - Interior,433,1967,4992,2849,5717,0,0,981,251,1838,18344,684
202103,MAR 2021,2 - Coast Fraser,2130,10393,24291,10644,22342,0,0,1313,969,7030,76013,3099
202103,MAR 2021,3 - Vancouver Island,518,2142,7204,2976,8216,0,0,863,363,2626,24027,881
202103,MAR 2021,4 - North,157,484,1588,1155,1681,0,0,444,170,1221,6573,327
202104,APR 2021,1 - Interior,432,1979,5012,2840,5724,0,0,981,251,1838,18374,683
202104,APR 2021,2 - Coast Fraser,2135,10518,24568,10497,22362,0,0,1347,967,7013,76305,3102
202104,APR 2021,3 - Vancouver Island,523,2178,7244,3014,8298,0,0,839,361,2615,24188,884
202104,APR 2021,4 - North,161,480,1567,1152,1772,0,0,476,165,1184,6631,326
202105,MAY 2021,1 - Interior,436,2002,5015,2805,5836,0,0,995,248,1816,18469,684
202105,MAY 2021,2 - Coast Fraser,2149,10662,24763,10526,22457,0,0,1379,959,6953,76740,3108
202105,MAY 2021,3 - Vancouver Island,524,2178,7274,3008,8353,0,0,839,362,2622,24274,886
202105,MAY 2021,4 - North,162,492,1567,1152,1772,0,0,476,166,1192,6651,328
202106,JUN 2021,1 - Interior,437,2008,5007,2813,5836,0,0,1002,247,1810,18476,684
202106,JUN 2021,2 - Coast Fraser,2161,10696,24940,10530,22485,0,0,1410,955,6922,76983,3116
202106,JUN 2021,3 - Vancouver Island,529,2186,7284,3014,8385,0,0,871,361,2612,24352,890
202106,JUN 2021,4 - North,162,492,1567,1152,1772,0,0,476,167,1199,6658,329
202107,JUL 2021,1 - Interior,431,2004,5072,2743,5803,0,0,994,246,1803,18419,677
202107,JUL 2021,2 - Coast Fraser,2149,10764,24913,10387,22442,0,0,1410,943,6838,76754,3092
202107,JUL 2021,3 - Vancouver Island,528,2200,7284,2970,8354,0,0,887,357,2583,24278,885
202107,JUL 2021,4 - North,161,492,1517,1135,1750,0,0,484,164,1177,6555,325
202108,AUG 2021,1 - Interior,430,2002,5085,2743,5801,0,0,1002,246,1804,18437,676
202108,AUG 2021,2 - Coast Fraser,2165,10928,25188,10329,22543,0,0,1409,946,6861,77258,3111
202108,AUG 2021,3 - Vancouver Island,532,2200,7311,2930,8478,0,0,895,357,2582,24396,889
202108,AUG 2021,4 - North,162,488,1509,1155,1777,0,0,492,165,1184,6605,327
202109,SEP 2021,1 - Interior,436,2030,5179,2814,5988,0,0,986,246,1803,18800,682
202109,SEP 2021,2 - Coast Fraser,2210,11223,25694,10550,22936,0,0,1417,947,6873,78693,3157
202109,SEP 2021,3 - Vancouver Island,537,2244,7471,2991,8625,0,0,887,358,2591,24809,895
202109,SEP 2021,4 - North,166,500,1549,1129,1895,0,0,492,165,1184,6749,331
202110,OCT 2021,1 - Interior,440,2047,5194,2841,6028,0,0,994,244,1788,18892,684
202110,OCT 2021,2 - Coast Fraser,2239,11393,26106,10776,23288,0,0,1432,942,6841,79836,3181
202110,OCT 2021,3 - Vancouver Island,542,2264,7504,3044,8710,0,0,875,359,2597,24994,901
202110,OCT 2021,4 - North,172,488,1525,1149,1960,0,0,516,164,1176,6814,336
202111,NOV 2021,1 - Interior,441,2057,5240,2811,6006,0,0,994,244,1789,18897,685
202111,NOV 2021,2 - Coast Fraser,2251,11583,26380,10773,23424,0,0,1448,946,6873,80481,3197
202111,NOV 2021,3 - Vancouver Island,548,2264,7512,3034,8782,0,0,883,360,2606,25081,908
202111,NOV 2021,4 - North,174,508,1525,1139,1995,0,0,516,163,1169,6852,337
202112,DEC 2021,1 - Interior,448,2081,5264,2861,6142,0,0,994,247,1811,19153,695
202112,DEC 2021,2 - Coast Fraser,2262,11691,26494,10817,23462,0,0,1448,951,6911,80823,3213
202112,DEC 2021,3 - Vancouver Island,550,2270,7553,3034,8910,0,0,883,359,2600,25250,909
202112,DEC 2021,4 - North,175,504,1542,1119,2020,0,0,508,163,1169,6862,338
202201,JAN 2022,1 - Interior,451,2093,5271,2877,6178,0,0,1002,249,1825,19246,700
202201,JAN 2022,2 - Coast Fraser,2272,11953,26773,10789,23479,0,0,1448,947,6884,81326,3219
202201,JAN 2022,3 - Vancouver Island,552,2290,7558,3024,8936,0,0,883,361,2615,25306,913
202201,JAN 2022,4 - North,176,504,1530,1146,2074,0,0,508,163,1169,6931,339
202202,FEB 2022,1 - Interior,447,2093,5304,2890,6180,0,0,1002,251,1839,19308,698
202202,FEB 2022,2 - Coast Fraser,2269,12110,26841,10770,23298,0,0,1456,955,6948,81423,3224
202202,FEB 2022,3 - Vancouver Island,553,2316,7461,2993,8873,0,0,876,365,2644,25163,918
202202,FEB 2022,4 - North,177,516,1546,1136,2139,0,0,522,162,1162,7021,339
202203,MAR 2022,1 - Interior,441,1985,5212,2904,6108,0,0,994,250,1832,19035,691
202203,MAR 2022,2 - Coast Fraser,2260,12092,26839,10715,23078,0,0,1448,948,6899,81071,3208
202203,MAR 2022,3 - Vancouver Island,546,2224,7328,2947,8697,0,0,844,362,2621,24661,908
202203,MAR 2022,4 - North,168,406,1357,1035,1990,0,0,502,162,1163,6453,330
202204,APR 2022,1 - Interior,436,1956,5193,2874,5951,0,0,957,238,1748,18679,674
202204,APR 2022,2 - Coast Fraser,2237,12056,26775,10624,22978,0,0,1464,931,6779,80676,3168
202204,APR 2022,3 - Vancouver Island,542,2162,7260,3017,8687,0,0,844,345,2502,24472,887
202204,APR 2022,4 - North,165,374,1287,960,1929,0,0,470,160,1148,6168,325
202205,MAY 2022,1 - Interior,440,1939,5192,2849,5948,0,0,965,237,1742,18635,677
202205,MAY 2022,2 - Coast Fraser,2243,12072,26884,10644,23059,0,0,1472,931,6778,80909,3174
202205,MAY 2022,3 - Vancouver Island,544,2160,7290,3017,8659,0,0,820,345,2502,24448,889
202205,MAY 2022,4 - North,165,374,1287,960,1929,0,0,470,158,1134,6154,323
202206,JUN 2022,1 - Interior,440,1939,5224,2855,5948,0,0,933,241,1774,18673,681
202206,JUN 2022,2 - Coast Fraser,2244,12200,26846,10624,23072,0,0,1472,937,6821,81035,3181
202206,JUN 2022,3 - Vancouver Island,546,2168,7307,3041,8659,0,0,820,344,2495,24490,890
202206,JUN 2022,4 - North,164,365,1262,960,1929,0,0,486,157,1127,6129,321
202207,JUL 2022,1 - Interior,433,1975,5242,2817,5782,0,0,973,239,1761,18550,672
202207,JUL 2022,2 - Coast Fraser,2235,12336,26917,10551,23053,0,0,1449,930,6779,81085,3165
202207,JUL 2022,3 - Vancouver Island,540,2192,7404,2925,8582,0,0,802,329,2389,24294,869
202207,JUL 2022,4 - North,161,365,1262,940,1878,0,0,486,158,1135,6066,319
202208,AUG 2022,1 - Interior,436,1999,5300,2817,5725,0,0,957,238,1754,18552,674
202208,AUG 2022,2 - Coast Fraser,2240,12403,27010,10581,23008,0,0,1465,936,6827,81294,3176
202208,AUG 2022,3 - Vancouver Island,543,2220,7437,2935,8678,0,0,802,331,2403,24475,874
202208,AUG 2022,4 - North,158,361,1234,940,1856,0,0,446,158,1134,5971,316
202209,SEP 2022,1 - Interior,441,1956,5349,2832,5748,0,0,971,236,1741,18597,677
202209,SEP 2022,2 - Coast Fraser,2273,12666,27317,10651,23346,0,0,1450,940,6855,82285,3213
202209,SEP 2022,3 - Vancouver Island,547,2245,7585,2935,8822,0,0,802,332,2411,24800,879
202209,SEP 2022,4 - North,160,361,1258,968,1916,0,0,454,155,1112,6069,315
202210,OCT 2022,1 - Interior,439,1974,5288,2795,5725,0,0,995,236,1741,18518,675
202210,OCT 2022,2 - Coast Fraser,2288,12771,27388,10688,23535,0,0,1491,952,6946,82819,3240
202210,OCT 2022,3 - Vancouver Island,551,2373,7601,2965,8970,0,0,818,338,2454,25181,889
202210,OCT 2022,4 - North,161,357,1283,974,1943,0,0,438,158,1135,6130,319
202211,NOV 2022,1 - Interior,444,1954,5260,2791,5780,0,0,995,240,1769,18549,684
202211,NOV 2022,2 - Coast Fraser,2288,12700,27123,10718,23559,0,0,1507,955,6972,82579,3243
202211,NOV 2022,3 - Vancouver Island,547,2377,7534,2949,8871,0,0,826,340,2472,25029,887
202211,NOV 2022,4 - North,162,357,1282,984,1963,0,0,438,158,1136,6160,320
202212,DEC 2022,1 - Interior,444,1943,5206,2755,5867,0,0,1025,246,1812,18608,690
202212,DEC 2022,2 - Coast Fraser,2236,12195,26542,10551,23626,0,0,1521,963,7031,81466,3199
202212,DEC 2022,3 - Vancouver Island,541,2313,7327,2921,8809,0,0,786,342,2488,24644,883
202212,DEC 2022,4 - North,157,349,1184,958,1900,0,0,430,159,1143,5964,316
202301,JAN 2023,1 - Interior,440,1899,5108,2755,5898,0,0,1009,250,1843,18512,690
202301,JAN 2023,2 - Coast Fraser,2225,12149,26282,10447,23693,0,0,1529,969,7077,81177,3194
202301,JAN 2023,3 - Vancouver Island,539,2253,7092,2865,8584,0,0,762,346,2516,24072,885
202301,JAN 2023,4 - North,158,333,1168,968,1924,0,0,430,160,1151,5974,318
202302,FEB 2023,1 - Interior,440,1843,5070,2760,5935,0,0,1009,252,1857,18474,692
202302,FEB 2023,2 - Coast Fraser,2233,12210,26361,10298,23676,0,0,1545,971,7093,81183,3204
202302,FEB 2023,3 - Vancouver Island,538,2257,7131,2825,8615,0,0,762,346,2516,24106,884
202302,FEB 2023,4 - North,160,329,1160,986,1951,0,0,430,161,1158,6014,321
202303,MAR 2023,1 - Interior,438,1827,5076,2793,5928,0,0,1014,250,1843,18481,688
202303,MAR 2023,2 - Coast Fraser,2234,12218,26570,10094,23722,0,0,1553,970,7088,81245,3204
202303,MAR 2023,3 - Vancouver Island,537,2261,7116,2809,8659,0,0,778,347,2524,24147,884
202303,MAR 2023,4 - North,161,341,1180,996,1963,0,0,422,161,1158,6060,322
202304,APR 2023,1 - Interior,440,1825,5279,2793,5869,0,0,1006,241,1778,18550,681
202304,APR 2023,2 - Coast Fraser,2200,12190,26644,9887,23403,0,0,1524,959,7013,80661,3159
202304,APR 2023,3 - Vancouver Island,534,2283,7244,2632,8644,0,0,762,327,2381,23946,861
202304,APR 2023,4 - North,153,325,1165,986,1869,0,0,366,158,1137,5848,311
202305,MAY 2023,1 - Interior,442,1869,5384,2783,5881,0,0,990,242,1784,18691,684
202305,MAY 2023,2 - Coast Fraser,2215,12313,26894,9864,23489,0,0,1508,961,7028,81096,3176
202305,MAY 2023,3 - Vancouver Island,532,2273,7238,2585,8667,0,0,762,327,2383,23908,859
202305,MAY 2023,4 - North,153,317,1182,986,1847,0,0,382,159,1143,5857,312
202306,JUN 2023,1 - Interior,445,1927,5472,2803,5905,0,0,998,247,1821,18926,692
202306,JUN 2023,2 - Coast Fraser,2218,12368,26993,9826,23571,0,0,1516,971,7106,81380,3189
202306,JUN 2023,3 - Vancouver Island,538,2325,7356,2595,8608,0,0,778,327,2383,24045,865
202306,JUN 2023,4 - North,154,317,1182,986,1871,0,0,382,159,1143,5881,313
202307,JUL 2023,1 - Interior,442,1855,5323,2759,5863,0,0,1003,249,1836,18639,691
202307,JUL 2023,2 - Coast Fraser,2219,12474,27245,9669,23585,0,0,1516,975,7139,81628,3194
202307,JUL 2023,3 - Vancouver Island,530,2325,7307,2523,8584,0,0,778,323,2353,23870,853
202307,JUL 2023,4 - North,155,329,1175,1016,1913,0,0,398,159,1145,5976,314
